link,source,bias,topic,titles,content,Country,title,negative,neutral,positive,neg,neu,pos,original_compound
https://mainichi.jp/articles/20241214/k00/00m/030/134000c,mainichi,left,America,シリアでのIS掃討作戦に懸念　米支援組織に親トルコ勢力が攻勢,シリアでのIS掃討作戦に懸念　米支援組織に親トルコ勢力が攻勢内戦下のシリアで米国が続けてきた過激派組織「イスラム国」（IS）の掃討作戦に懸念が生じている。アサド政権の崩壊を巡る混乱の中、米国の支援を受けて作戦に従事してきた少数派クルド人主体の民兵組織「シリア民主軍」（SDF）が、クルド系を敵視するトルコの支援を受ける勢力から攻勢をかけられているためだ。「我々の地域への攻撃をやめさせるため、米国が十分な政治的圧力をかけてくれることを望んでいる。現状は十分ではない」。米紙ウォール・ストリート・ジャーナル（WSJ）は13日、SDF幹部の窮状を訴える声を報じた。米中央軍によると、シリアとイラクにはISの戦闘員約2500人がいる。SDFは、トルコとの国境地帯を含むシリア北東部を実効支配し、IS戦闘員らの収容施設の管理も行っている。米軍はIS掃討を目的に約900人をシリアに駐留させ、SDFとの連携を続けてきた。一方、トルコのエルドアン政権はSDFについて、テロを繰り返してきたトルコ国内の非合法武装組織「クルド労働者党」（PKK）とつながりがあるグループだとして敵視する。米国のSDFへの支援にも反対している。トルコが支援するシリアの反体制派組織「シリア国民軍」（SNA）はトルコ国境沿いのシリア北部を支配。アサド政権の崩壊に伴い、SDFの支配地域に攻勢をかけている。SDF幹部がWSJに語ったところによると、SDFは攻勢を受けたことでIS掃討作戦を中止せざるを得なくなった。また、IS戦闘員の収容者の一部はより安定した場所へ移しているという。こうした中、ブリンケン米国務長官は12日、訪問先のトルコでエルドアン大統領らと会談した。米国務省によると、ブリンケン氏は会談に先立ち「トルコはPKKとテロに関して現実的な関心を持っている」とトルコの立場に配慮を示した上で、「ISが再び台頭しないようにしなければならない。そのためには我々が支援してきたSDFは不可欠だ」と強調した。シリアの隣国イラクでは、米軍はイラク側の要請を受ける形で、IS掃討目的で駐留する2500人を2026年9月までに大幅に削減する。25年1月に就任するトランプ次期大統領は今月7日に「シリアに関与してはならない」と明言しており、今後の中東での米軍の在り方は不透明だ。AFP通信は、トルコの専門家の話として「エルドアン氏はトランプ氏に対して『この地域を私に渡してくれれば、私がISを壊滅させる』と伝える可能性がある」との見方を報じた。【ワシントン松井聡】,Japan,,0.281590074300766,0.6967530250549316,0.021656891331076622,,,,-0.25993318296968937
https://mainichi.jp/articles/20241214/k00/00m/030/131000c,mainichi,left,America,トランプ氏、アップルCEOと会談へ　大統領選後初　関係強化か,トランプ氏、アップルCEOと会談へ　大統領選後初　関係強化か米紙ニューヨーク・タイムズは13日、トランプ次期米大統領が米南部フロリダ州パームビーチの私邸でアップルのティム・クック最高経営責任者（CEO）と会談すると報じた。会談はトランプ氏が11月の大統領選で当選した後初めてとされ、関係強化が狙いとみられる。アップル以外の米巨大IT企業のトップもトランプ氏との関係構築に動いている。グーグルのスンダー・ピチャイCEO、メタのマーク・ザッカーバーグCEOは最近トランプ氏と食事をし、アマゾン・コム創業者のジェフ・ベゾス氏も月内にトランプ氏と会談する予定という。（共同）,Japan,,0.015499789267778397,0.8663605451583862,0.11813969165086746,,,,0.10263990238308907
https://mainichi.jp/articles/20241214/k00/00m/030/076000c,mainichi,left,America,トランプ氏が「夏時間」廃止に意欲　そもそもいつ、何のために導入？,トランプ氏が「夏時間」廃止に意欲　そもそもいつ、何のために導入？米国のトランプ次期大統領は13日、自身のソーシャルメディアへの投稿で、夏場に時計を1時間早める「夏時間」制度を廃止したい考えを表明した。日本でも導入の是非を巡って、たびたび議論の的になる夏時間。そもそもなぜ実施されているのか。米国では夏時間は「デイライト・セービング・タイム（昼間の日光を有効活用する時間制度）」と呼ばれる。3月の第2日曜日午前2時に標準時から1時間早め、11月の第1日曜日午前2時に元に戻す。ニューヨークやワシントンなど東海岸の場合、日本との時差は冬場は「14時間」だが、夏場は「13時間」になる。スマートフォンなど自動的に時刻調整する機器もあるが、手動で直す必要がある時計も多い。米国では1918年の標準時法に基づいて、夏時間が導入された。議会調査局によると、第一次大戦中、夜間の照明に使う燃料を節約するためにドイツで夏時間の制度が始まり、米国も後追いした。第一次大戦後の19年、連邦レベルでは一度廃止されたが、…,Japan,,0.027593685314059258,0.9691381454467773,0.0032680705189704895,,,,-0.024325614795088768
https://mainichi.jp/articles/20241214/k00/00m/030/068000c,mainichi,left,America,米東部で目撃相次ぐ「謎のドローン」　トランプ氏は「撃ち落とせ」,米東部で目撃相次ぐ「謎のドローン」　トランプ氏は「撃ち落とせ」米国で東部ニュージャージー州を中心に正体不明の無人航空機（ドローン）の目撃情報が相次いでいる。トランプ次期大統領は13日、自身のソーシャルメディアへの投稿で「政府は国民に（情報を）知らせろ。さもなければ、撃ち落とせ」と主張した。バイデン政権は「安全保障上の脅威があるとの証拠はない」「目撃情報の多くが実際は有人機のようだ」としているが、国民の間には不安感が広がっている。トランプ氏は「謎のドローンが米国のあちこちで目撃されている。政府が知らないところで、こんなことが起きるだろうか。そうは思わない。今すぐ国民に（情報を）伝えろ」と述べた。「謎のドローン」は11月中旬以降、ニュージャージー州周辺で目撃情報が相次いでいる。州内にあるトランプ氏の別荘や軍事施設の付近にも飛来したという。比較的大型で、「スポーツタイプ多目的車（SUV）ほどのサイズだった」との証言もある。2023年に米国上空で見つかった中国の「スパイ気球」のような偵察行為を疑う声もある中、カービー大統領補佐官（広報担当）は12日の記者会見で、ドローンを外国の勢力が操作している形跡はないと説明し、沈静化を図った。ただ、目撃情報は隣接する東部ニューヨーク州やペンシルベニア州でも出ている。ニュージャージー州選出のアンディ・キム連邦上院議員（民主党）は13日、X（ツイッター）への投稿で、12日夜に州当局者と共に「謎のドローン」を目撃したと動画付きで紹介。「我々の技術をもってして、まだ正体を特定できないのは理解に苦しむ」と政権の対応に苦言を呈した。【ワシントン秋山信一】,Japan,,0.9551226496696472,0.03782070800662041,0.007056660018861294,,,,-0.9480659896507859
https://mainichi.jp/articles/20241214/k00/00m/030/061000c,mainichi,left,America,トランプ次期政権チーム、自動運転の事故報告撤廃を検討　米報道,トランプ次期政権チーム、自動運転の事故報告撤廃を検討　米報道トランプ次期米大統領の政権移行チームが、自動運転技術を搭載した自動車事故の報告命令の撤廃を検討していると、ロイター通信が13日報じた。トランプ氏と親しいイーロン・マスク氏が率いる電気自動車（EV）大手テスラの報告件数が多く、同社幹部が廃止を求めていたという。実現すれば、テスラの負担が減る一方、安全規制が骨抜きになる恐れがある。自動車政策を担当する政権移行チームが作成した文書を、ロイターが確認した。現行規則を「過剰なデータ収集」と批判しているという。文書作成にマスク氏が関与したかは不明。米道路交通安全局（NHTSA）は2021年、自動運転技術を搭載した自動車事故を一定要件に従って報告するよう命じる規則を発令した。未完成の自動運転技術を評価するうえで不可欠な情報で、安全調査などに役立てている。NHTSAによると、人間が運転に関与する先進運転支援システム（レベル2）を搭載した自動車事故のテスラの報告件数は、10月中旬時点で1570件。2番目に多いホンダ（110件）の10倍以上で断トツとなっている。マスク氏は大統領選でトランプ氏陣営に巨額の献金をするなどして勝利に貢献。EVの販売不振を自動運転技術で巻き返そうとしており、市場では、次期政権でテスラに有利な規制緩和が実施されるとの見方が強まっている。ロイターの報道を受け、同日、テスラの株価は4％超上昇した。【ワシントン大久保渉】,Japan,,0.7076210379600525,0.1660372018814087,0.1263418197631836,,,,-0.5812792181968689
https://mainichi.jp/articles/20241214/k00/00m/030/033000c,mainichi,left,America,トランプ氏、ウクライナのNATO加盟「支持せず」　米紙報道,トランプ氏、ウクライナのNATO加盟「支持せず」　米紙報道米紙ウォールストリート・ジャーナルは13日、トランプ次期大統領が7日のパリでの会談で、ウクライナのゼレンスキー大統領とフランスのマクロン大統領に対し、ウクライナの北大西洋条約機構（NATO）加盟を「支持しない」と発言したと報じた。ロシアとの停戦が成立すれば、欧州各国の軍が停戦監視に当たることを望むとも述べたという。ゼレンスキー氏はウクライナの将来の安全を保証するには、米国主導のNATOへの早期加盟が不可欠だと主張。一方、すぐにはNATOに加盟できないものの、いつまでに加盟できるかを明確にした上で、外国軍駐留によって安全を保証する案を検討するとしていた。（共同）,Japan,,0.10003630071878433,0.8737314343452454,0.026232317090034485,,,,-0.07380398362874985
https://mainichi.jp/articles/20241214/k00/00m/030/021000c,mainichi,left,America,米下院、ティックトック削除を要請　アップルとグーグルのストアから,米下院、ティックトック削除を要請　アップルとグーグルのストアから米下院特別委員会は13日、中国系動画投稿アプリ「TikTok（ティックトック）」を米国のアプリストアから削除するよう、米アップルとグーグルに要請した。ティックトック規制につながる新法が来年1月19日に発効するのを控えた措置。ティックトック側にも早期の事業分割を促した。中国共産党に関する米下院特別委に所属する共和、民主両党幹部が連名で、ティックトック運営企業を含む3社のトップ宛てに書簡を送付した。新法は、ティックトックが米国での事業を期限内に分割しない場合は、アプリの配信や更新を禁じる内容。アップルとグーグルには「（新法の）要件を完全に順守する措置を講じる必要がある」と述べ、対応を求めた。一方、ティックトック側には「適当な分割を直ちに実行しなければ、安全保障上や利用者保護のための断固とした措置を取る」と強調した。ティックトック側は9日、新法の発効を一時停止する命令を出すよう米裁判所に申し立てたが、13日に却下された。（共同）,Japan,,0.9711883068084717,0.025461312383413315,0.003350369166582823,,,,-0.9678379376418889
https://mainichi.jp/articles/20241213/k00/00m/030/257000c,mainichi,left,America,米、拷問に関与したシリア元高官を起訴　素性隠して米国に移住,米、拷問に関与したシリア元高官を起訴　素性隠して米国に移住米西部カリフォルニア州の連邦大陪審は12日、シリアのアサド前政権下で収容者の拷問に関与したとして、元ダマスカス中央刑務所長のサミール・ウスマン・シェイク被告（72）を拷問などの罪で起訴した。シェイク被告は反体制派の弾圧を担う情報機関に所属していたが、2020年に素性を偽って米国に移住していた。米司法省などによると、シェイク被告は05～08年に刑務所長を務め、政治囚らに対する拷問に関与した。懲罰棟では、天井からぶら下げて殴打したり、体を折り曲げて前屈した状態で固定する「空飛ぶカーペット」という異名の拷問器具を使用したりした。時には背骨を折るほどの重傷を負わせていたという。シェイク被告は情報機関と同時に独裁与党「バース党」に所属。アサド前大統領の弟で、軍の実権を握っていたマーヘル・アサド氏の側近だった。11年にアサド政権が民主化要求運動「アラブの春」を武力弾圧し、内戦に突入。シェイク被告は11年7月に東部デリゾール県の知事に任命された。約1年間知事を務める間、同県でも政権側がデモを弾圧した。一方、妻は13年に米国の市民権（国籍）を取得。17年からシェイク被告の米国移住の手続きを始め、18年に隣国ヨルダンの米国大使館で素性を隠してビザを申請した。シェイク被告は20年に米国に入国して永住権を取得し、23年には市民権（国籍）取得も申請。しかし、バース党や情報機関に所属していたことが発覚し、今年8月に移民当局への虚偽申請などの罪で連邦地裁に起訴されていた。シェイク被告は米国に移住後もシリアの隣国レバノンをたびたび訪問しており、前政権と関係を維持していた可能性もある。【ワシントン秋山信一】,Japan,,0.6902905702590942,0.21788790822029114,0.09182151407003403,,,,-0.5984690561890602
https://mainichi.jp/articles/20241213/k00/00m/030/156000c,mainichi,left,America,「開発なくして平和なし」　UNDP総裁、トランプ氏に国連関与求め,「開発なくして平和なし」　UNDP総裁、トランプ氏に国連関与求め国連開発計画（UNDP）のシュタイナー総裁が12日、毎日新聞の取材に応じた。「米国第一」を掲げて来年1月に発足するトランプ新政権が国際機関への拠出金を削減するとの見通しについて、「UNDPの活動は本質的に米国の利益にもかなう」と述べ、関与の継続を訴えた。米国はUNDPにとって日本やドイツなどに次ぐ主要拠出国の一つだ。シュタイナー氏は、紛争や政情不安の地域などにおけるUNDPの活動は「直接的、間接的に米国の安全保障に影響を及ぼす」とし、「共通の関心事があることに自信を持っている」とも語った。温室効果ガスの排出量が少ない開発途上国まで大きな影響を受ける気候変動対策でも、米国の政策は大きく転換する。トランプ次期大統領は…,Japan,,0.018431564792990685,0.9038072228431702,0.0777611956000328,,,,0.05932963080704212
https://mainichi.jp/articles/20241213/k00/00m/030/123000c,mainichi,left,America,トランプ氏、ウクライナの長射程ミサイル攻撃を批判　停戦仲介に意欲,トランプ氏、ウクライナの長射程ミサイル攻撃を批判　停戦仲介に意欲トランプ次期米大統領は、12日に公開された米誌「タイム」とのインタビューで、ロシアによる侵攻を受けるウクライナがロシア領内をミサイル攻撃したことについて「状況を悪化させるだけだ」などと批判した。長射程ミサイルを供与し、ロシア領への攻撃を容認したバイデン政権の政策から転換することを示唆した。また、改めて停戦協議の仲介をすることに意欲を示した。トランプ氏は「この1カ月、双方で死亡した兵士の数は恐るべきものだ。今起きていることは狂っている」と指摘。ウクライナ軍によるロシア領への攻撃については、「激しく反対だ。許されるべきではなかった」と非難した。そのうえで、停戦仲介への意欲を示し、「私は合意に達したい。その唯一の方法は、（ウクライナを）見捨てないことだ」と語った。ただし、その道筋については「非常に良い計画がある」としたものの、「それを明かせばほとんど価値のないものになってしまう」として具体的な言及を避けた。トランプ氏は「もし私が大統領だったら、プーチン（露大統領）はウクライナに侵攻しなかっただろう」と改めて主張。「原油価格をつり上げ、彼は大もうけした」などと話した。大統領選後にプーチン氏と話したかどうかについては「話せない。不適切だからだ」と述べるにとどめた。一方、トランプ政権1期目に緊張が高まったイランとの関係については、「任期中に戦争になる可能性があるか」と聞かれ、「何が起きてもおかしくない。非常に不安定な状況だ」と語った。インタビューは11月25日に行われた。【ワシントン西田進一郎】,Japan,,0.6570269465446472,0.3076931834220886,0.03527991846203804,,,,-0.6217470280826092
